guest_name,email,country,prima_visita,cibo_preferito
fatima esposito,fatima.esposito848@yahoo.com,Japan,2024-10-11,vegana
DAVID SCHMIDT,david.schmidt734@outlook.com,Netherlands,2026-02-08,senza glutine
  Erik Silva  ,erik.silva9@yahoo.com,Japan,2026-08-27,halal
EMMA SOKOLOV,emma.sokolov395@outlook.com,Switzerland,2025-08-18,pesce
luca chen,luca.chen784@outlook.com,UAE,2024-12-25,pesce
charlotte singh,charlotte.singh225@icloud.com,Switzerland,2026-06-11,internazionale
Layla Nowak,layla.nowak591@outlook.com,Netherlands,2025-04-22,senza glutine
  Marco Nowak  ,marco.nowak992@outlook.com,Italy,2026-09-07,italiana
Meyer Marie,marie.meyer972@yahoo.com,USA,2025-10-24,kosher
KENJI BRUNO,kenji.bruno616@yahoo.com,Japan,2025-03-21,vegetariana
Diego Schmidt,diego.schmidt89@yahoo.com,Italy,2025-09-08,internazionale
  Hans Bernard  ,hans.bernard130@outlook.com,UAE,2025-06-19,vegana
AMELIA MARTINEZ,amelia.martinez780@yahoo.com,Italy,2026-05-12,kosher
Kobayashi Ingrid,ingrid.kobayashi216@gmail.com,Spain,2024-12-05,vegetariana
charlotte weber,charlotte.weber536@outlook.com,UAE,2026-06-30,italiana
alessandro greco,alessandro.greco107@outlook.com,UK,2026-04-28,kosher
anna bianchi,anna.bianchi605@gmail.com,Netherlands,2026-07-02,pesce
  Maria Girard  ,maria.girard963@icloud.com,Italy,2026-07-19,vegana
william martinez,william.martinez422@outlook.com,USA,2025-03-18,vegana
Anna Fischer,anna.fischer492@gmail.com,France,2025-09-20,vegetariana
WILLIAM COSTA,william.costa842@yahoo.com,USA,2026-06-27,pesce
FEDERICA HASSAN,federica.hassan79@outlook.com,Netherlands,2025-07-10,italiana
THOMAS BRUNO,thomas.bruno146@icloud.com,Switzerland,2024-10-21,italiana
hans suzuki,hans.suzuki489@yahoo.com,USA,2025-05-25,pesce
EKATERINA BRUNO,ekaterina.bruno631@yahoo.com,Netherlands,2025-04-01,vegetariana
GIULIA MOREAU,giulia.moreau276@gmail.com,Japan,2026-07-07,vegana
silvia fernandez,silvia.fernandez347@yahoo.com,USA,2025-08-22,vegetariana
Camille Petrov,camille.petrov539@outlook.com,UK,2026-01-26,pesce
GIULIA CONTI,giulia.conti913@gmail.com,France,2026-08-22,vegana
LAYLA IVANOV,layla.ivanov47@gmail.com,Switzerland,2025-06-01,vegana
  Robert Ricci  ,robert.ricci652@gmail.com,Spain,2026-04-22,pesce
  Marie Garcia  ,marie.garcia155@outlook.com,France,2024-09-21,pesce
DAVID COLOMBO,david.colombo469@outlook.com,UK,2024-12-04,halal
Francesco Kowalski,francesco.kowalski958@outlook.com,Netherlands,2025-01-03,kosher
Ricci Luca,luca.ricci819@gmail.com,UK,2025-06-08,senza glutine
  Priya Klein  ,priya.klein97@gmail.com,Japan,2025-07-23,pesce
  Marie Bianchi  ,marie.bianchi825@yahoo.com,Italy,2025-08-29,kosher
Henri Andersen,henri.andersen496@yahoo.com,Netherlands,2025-04-04,internazionale
ROBERT LEFEVRE,robert.lefevre23@gmail.com,UK,2024-10-27,italiana
Robert Muller,robert.muller168@icloud.com,Germany,2026-01-20,vegetariana
MARIE WEBER,marie.weber504@gmail.com,France,2024-09-21,halal
  Giorgia Bruno  ,giorgia.bruno631@icloud.com,USA,2026-06-06,vegana
YUKI NOWAK,yuki.nowak239@outlook.com,Germany,2026-08-05,kosher
Nilsson Matteo,matteo.nilsson184@gmail.com,UK,2026-02-25,pesce
Anna Andersen,anna.andersen314@outlook.com,France,2025-11-29,halal
Fernandez Maria,maria.fernandez580@icloud.com,Netherlands,2025-12-30,internazionale
FRANCESCO POPOV,francesco.popov825@gmail.com,Netherlands,2025-12-28,pesce
David Fischer,david.fischer713@gmail.com,Italy,2026-08-06,halal
Diego Park,diego.park449@gmail.com,Japan,2026-08-23,italiana
JEAN ROSSI,jean.rossi450@yahoo.com,UAE,2025-08-04,pesce
simone sokolov,simone.sokolov370@icloud.com,Germany,2025-12-10,italiana
  Olga Ibrahim  ,olga.ibrahim157@icloud.com,UK,2026-06-03,italiana
Sophie Nilsson,sophie.nilsson169@gmail.com,Spain,2024-09-10,pesce
THOMAS BERNARD,thomas.bernard68@gmail.com,Japan,2025-09-23,vegana
CARLOS JOHNSON,carlos.johnson818@gmail.com,Italy,2025-12-28,italiana
  James Ferreira  ,james.ferreira394@yahoo.com,Japan,2026-03-04,vegetariana
Ingrid Lefevre,ingrid.lefevre656@yahoo.com,Germany,2025-07-06,internazionale
giulia costa,giulia.costa422@gmail.com,USA,2025-05-29,kosher
  Federica Fernandez  ,federica.fernandez695@outlook.com,UAE,2025-01-25,pesce
Ananya Ivanov,ananya.ivanov460@gmail.com,Netherlands,2025-10-18,kosher
NIKOLAI SMITH,nikolai.smith195@yahoo.com,UAE,2026-07-31,vegana
jean watanabe,jean.watanabe211@icloud.com,France,2026-07-20,senza glutine
hans martinez,hans.martinez371@icloud.com,Switzerland,2025-07-02,internazionale
Thomas Sokolov,thomas.sokolov900@icloud.com,Spain,2025-04-18,halal
Popov Giulia,giulia.popov947@icloud.com,Japan,2026-05-22,vegetariana
Giorgia Nowak,giorgia.nowak114@icloud.com,USA,2026-03-13,kosher
  Ingrid Bianchi  ,ingrid.bianchi933@yahoo.com,UAE,2025-09-12,senza glutine
LAURA SUZUKI,laura.suzuki434@icloud.com,Spain,2025-07-16,vegetariana
aiko lopez,aiko.lopez935@outlook.com,Spain,2024-12-14,vegana
pierre fischer,pierre.fischer603@gmail.com,USA,2026-05-18,internazionale
Yamamoto Fatima,fatima.yamamoto841@gmail.com,Italy,2025-12-10,internazionale
Patricia Ferreira,patricia.ferreira447@icloud.com,Italy,2025-07-10,senza glutine
  Ingrid Andersen  ,ingrid.andersen36@yahoo.com,Spain,2026-07-31,vegetariana
Moreau Elena,elena.moreau324@icloud.com,Italy,2025-12-31,halal
EKATERINA WAGNER,ekaterina.wagner886@gmail.com,Germany,2026-08-05,internazionale
  Layla Wagner  ,layla.wagner11@yahoo.com,Italy,2025-08-28,vegana
Lucia Ferreira,lucia.ferreira350@yahoo.com,Spain,2025-08-18,pesce
James Al-Rashid,james.al-rashid641@yahoo.com,Netherlands,2026-08-09,vegetariana
Maria Kowalski,maria.kowalski239@outlook.com,UAE,2026-08-20,kosher
Astrid Leroy,astrid.leroy278@gmail.com,Japan,2026-08-21,vegana
  Ingrid Garcia  ,ingrid.garcia375@gmail.com,Spain,2026-06-11,kosher
Ingrid Weber,ingrid.weber747@yahoo.com,France,2025-08-22,pesce
Charlotte Al-Farsi,charlotte.al-farsi69@gmail.com,UK,2025-02-25,pesce
  Pierre Patel  ,pierre.patel81@icloud.com,France,2025-07-13,vegana
ANNA MULLER,anna.muller465@outlook.com,Spain,2026-08-10,internazionale
John Fischer,john.fischer866@outlook.com,France,2025-07-03,pesce
Ahmed Hassan,ahmed.hassan561@outlook.com,UK,2026-04-17,vegetariana
  Simone Moreau  ,simone.moreau583@yahoo.com,Switzerland,2026-08-02,kosher
ingrid sharma,ingrid.sharma994@icloud.com,Italy,2026-08-26,halal
VALENTINA CONTI,valentina.conti334@outlook.com,UK,2026-08-14,senza glutine
HANS IBRAHIM,hans.ibrahim876@yahoo.com,Netherlands,2025-10-15,halal
Lucia Nakamura,lucia.nakamura419@yahoo.com,Switzerland,2025-09-05,pesce
aiko martinez,aiko.martinez739@yahoo.com,Netherlands,2026-09-03,kosher
  Ahmed Esposito  ,ahmed.esposito621@icloud.com,Germany,2025-03-05,kosher
ekaterina romano,ekaterina.romano392@outlook.com,UAE,2025-01-31,senza glutine
Rossi Simone,simone.rossi882@outlook.com,USA,2026-08-22,senza glutine
Marco Chen,marco.chen421@icloud.com,Germany,2026-02-02,vegana
Paolo Esposito,paolo.esposito834@outlook.com,Switzerland,2025-09-28,senza glutine
  Diego Tanaka  ,diego.tanaka136@yahoo.com,Netherlands,2024-12-18,vegana
alessandro bernard,alessandro.bernard432@gmail.com,Netherlands,2025-09-16,kosher
KLAUS SOKOLOV,klaus.sokolov901@outlook.com,Japan,2026-08-13,pesce
Layla Lopez,layla.lopez235@gmail.com,USA,2025-12-03,vegana
Camille Suzuki,camille.suzuki122@yahoo.com,UK,2025-07-24,halal
fatima al-rashid,fatima.al-rashid279@gmail.com,USA,2025-10-10,halal
CHARLOTTE JOHNSON,charlotte.johnson322@yahoo.com,Spain,2026-07-15,senza glutine
Lopez Maria,maria.lopez642@gmail.com,USA,2026-07-28,senza glutine
Carlos Chen,carlos.chen672@icloud.com,France,2025-07-22,senza glutine
Ingrid Girard,ingrid.girard820@outlook.com,Switzerland,2025-12-06,internazionale
JEAN KUMAR,jean.kumar138@icloud.com,USA,2025-05-11,internazionale
Youssef Kowalski,youssef.kowalski432@icloud.com,Japan,2025-08-16,vegetariana
  Thomas Ibrahim  ,thomas.ibrahim188@icloud.com,Switzerland,2025-03-07,senza glutine
Popov Olga,olga.popov143@gmail.com,Netherlands,2025-09-25,halal
DAVID SOKOLOV,david.sokolov393@gmail.com,UK,2025-11-09,vegetariana
ANNA KOWALSKI,anna.kowalski549@yahoo.com,Netherlands,2025-06-21,senza glutine
MATTEO SINGH,matteo.singh198@gmail.com,USA,2025-05-04,vegana
alessandro ferrari,alessandro.ferrari67@icloud.com,UK,2024-12-27,kosher
Sara Ivanov,sara.ivanov463@gmail.com,Italy,2024-12-21,vegana
Marco Lopez,marco.lopez539@icloud.com,Spain,2026-02-26,vegetariana
Klaus Park,klaus.park315@gmail.com,Germany,2025-03-09,italiana
Andersen Omar,omar.andersen83@yahoo.com,Germany,2024-12-11,vegetariana
PAOLO PARK,paolo.park118@yahoo.com,Japan,2026-09-09,halal
Al-Farsi Marie,marie.al-farsi112@gmail.com,UK,2025-04-20,internazionale
Kim Layla,layla.kim130@gmail.com,UK,2026-07-20,italiana
Fatima Ivanov,fatima.ivanov395@icloud.com,Switzerland,2025-12-06,pesce
  Fatima Suzuki  ,fatima.suzuki487@icloud.com,Switzerland,2026-03-02,vegana
CHIARA KLEIN,chiara.klein929@gmail.com,Italy,2025-10-21,pesce
Aiko Ivanov,aiko.ivanov318@gmail.com,Germany,2025-01-23,halal
Jean Ferreira,jean.ferreira614@yahoo.com,Germany,2026-06-25,senza glutine
  Carlos Lopez  ,carlos.lopez620@yahoo.com,Japan,2026-06-16,internazionale
ASTRID KACZMAREK,astrid.kaczmarek413@icloud.com,France,2025-06-27,italiana
anna sokolov,anna.sokolov912@gmail.com,France,2026-04-25,italiana
John Lefevre,john.lefevre232@outlook.com,Germany,2025-10-02,pesce
sara nakamura,sara.nakamura926@gmail.com,Netherlands,2026-07-26,pesce
Arjun Yamamoto,arjun.yamamoto592@outlook.com,USA,2026-06-03,italiana
pierre bianchi,pierre.bianchi593@icloud.com,Switzerland,2024-09-30,vegana
thomas ricci,thomas.ricci643@outlook.com,Germany,2026-07-11,vegana
ekaterina nakamura,ekaterina.nakamura868@outlook.com,Spain,2026-08-25,kosher
MARIE NOWAK,marie.nowak245@yahoo.com,UAE,2026-04-01,pesce
aiko andersen,aiko.andersen698@icloud.com,Japan,2024-12-12,kosher
Francesco Ferreira,francesco.ferreira800@icloud.com,Spain,2026-06-05,vegetariana
charlotte novak,charlotte.novak19@gmail.com,France,2025-12-25,internazionale
carlos meyer,carlos.meyer509@outlook.com,Italy,2025-06-21,internazionale
David Rossi,david.rossi364@icloud.com,Germany,2026-07-14,senza glutine
  Ahmed Kumar  ,ahmed.kumar55@outlook.com,Netherlands,2025-10-26,pesce
anna hassan,anna.hassan439@outlook.com,France,2026-06-28,internazionale
Andrea Muller,andrea.muller984@yahoo.com,UAE,2026-01-12,pesce
astrid garcia,astrid.garcia99@yahoo.com,Spain,2025-05-22,vegana
  Silvia Smith  ,silvia.smith92@yahoo.com,Netherlands,2026-08-28,vegetariana
NIKOLAI MEYER,nikolai.meyer160@yahoo.com,USA,2025-11-01,internazionale
camille singh,camille.singh702@outlook.com,Italy,2025-09-18,vegana
DMITRI ROMANO,dmitri.romano407@icloud.com,USA,2025-07-23,vegetariana
Valentina Popov,valentina.popov859@yahoo.com,Japan,2024-12-20,halal
MATTEO FERNANDEZ,matteo.fernandez782@icloud.com,UAE,2026-01-29,pesce
Olga Martinez,olga.martinez63@yahoo.com,UAE,2025-08-06,halal
Marie Ibrahim,marie.ibrahim681@yahoo.com,Switzerland,2026-08-08,italiana
valentina moreau,valentina.moreau8@gmail.com,Netherlands,2026-08-23,kosher
robert marino,robert.marino260@outlook.com,UK,2026-04-29,vegetariana
CHARLOTTE ESPOSITO,charlotte.esposito422@outlook.com,Japan,2025-04-01,kosher
pierre sharma,pierre.sharma99@outlook.com,Netherlands,2026-03-03,kosher
Youssef Patel,youssef.patel793@yahoo.com,Italy,2024-09-20,halal
DAVID POPOV,david.popov734@icloud.com,Netherlands,2026-06-15,senza glutine
  James Silva  ,james.silva14@yahoo.com,UK,2025-09-06,italiana
carlos kobayashi,carlos.kobayashi271@icloud.com,USA,2026-08-09,senza glutine
Singh Isabella,isabella.singh654@yahoo.com,USA,2025-07-11,kosher
robert kaczmarek,robert.kaczmarek580@gmail.com,USA,2025-04-24,kosher
marco girard,marco.girard90@gmail.com,Japan,2026-09-07,pesce
CHARLOTTE IBRAHIM,charlotte.ibrahim253@outlook.com,Germany,2025-09-25,senza glutine
Francesco Fernandez,francesco.fernandez234@yahoo.com,Japan,2026-07-03,halal
  Sophie Al-Farsi  ,sophie.al-farsi68@outlook.com,France,2026-07-27,vegana
MARIE LEFEVRE,marie.lefevre533@icloud.com,Netherlands,2025-09-19,kosher
Marie Chen,marie.chen199@gmail.com,Spain,2025-08-18,halal
Laura Ferreira,laura.ferreira250@gmail.com,Japan,2025-10-12,vegana
  Pierre Garcia  ,pierre.garcia888@yahoo.com,UAE,2026-06-26,kosher
Marie Petrov,marie.petrov10@gmail.com,UAE,2026-08-23,vegetariana
MATTEO GARCIA,matteo.garcia206@icloud.com,France,2025-06-16,vegetariana
William Sokolov,william.sokolov14@outlook.com,Japan,2026-03-28,internazionale
Sophie Popov,sophie.popov904@yahoo.com,UAE,2025-05-18,vegetariana
  Carlos Bernard  ,carlos.bernard340@outlook.com,Italy,2025-12-07,halal
  Laura Patel  ,laura.patel241@outlook.com,USA,2026-06-04,italiana
FEDERICA KUMAR,federica.kumar902@gmail.com,Germany,2026-07-15,senza glutine
ELENA KUMAR,elena.kumar144@icloud.com,Germany,2025-08-15,senza glutine
klaus watanabe,klaus.watanabe271@gmail.com,Italy,2025-07-07,vegana
Aiko Esposito,aiko.esposito233@gmail.com,France,2025-04-13,senza glutine
JOHN WEBER,john.weber424@icloud.com,USA,2024-12-18,internazionale
  Chiara Fernandez  ,chiara.fernandez767@gmail.com,Switzerland,2025-07-04,pesce
YOUSSEF KIM,youssef.kim507@gmail.com,UK,2026-07-08,italiana
andrea park,andrea.park944@yahoo.com,Italy,2025-07-31,vegana
fatima kim,fatima.kim925@yahoo.com,France,2025-06-10,halal
Silvia Romano,silvia.romano186@gmail.com,Germany,2026-03-28,halal
LAYLA LEROY,layla.leroy716@yahoo.com,Japan,2025-03-03,senza glutine
YOUSSEF KLEIN,youssef.klein71@icloud.com,Netherlands,2025-04-16,italiana
CHIARA HASSAN,chiara.hassan52@yahoo.com,Italy,2026-08-09,internazionale
  Sara Novak  ,sara.novak944@outlook.com,France,2024-11-13,kosher
  Matteo Novak  ,matteo.novak356@gmail.com,Italy,2025-07-29,kosher
CARLOS PARK,carlos.park925@gmail.com,Spain,2025-11-08,vegetariana
LAURA BERNARD,laura.bernard139@outlook.com,UK,2025-03-19,kosher
olivia rossi,olivia.rossi699@gmail.com,Switzerland,2025-05-13,halal
GIORGIA ROMANO,giorgia.romano661@gmail.com,Germany,2025-03-10,pesce
Klaus Girard,klaus.girard472@outlook.com,Germany,2025-06-24,italiana
Sara Lefevre,sara.lefevre528@icloud.com,Switzerland,2026-07-21,pesce
andrea meyer,andrea.meyer930@yahoo.com,UAE,2025-08-06,vegana
  Sara Nowak  ,sara.nowak762@yahoo.com,Japan,2025-07-31,vegana
matteo girard,matteo.girard752@icloud.com,France,2025-07-15,internazionale
JAMES COLOMBO,james.colombo32@yahoo.com,Spain,2026-08-23,internazionale
  Charlotte Colombo  ,charlotte.colombo268@yahoo.com,USA,2024-12-10,pesce
Marie Moreau,marie.moreau228@yahoo.com,Germany,2026-07-08,pesce
paolo nilsson,paolo.nilsson938@icloud.com,UK,2025-06-15,halal
SARA LEROY,sara.leroy14@icloud.com,USA,2026-08-19,kosher
giulia kim,giulia.kim946@yahoo.com,Japan,2025-06-09,internazionale
sara lefevre,sara.lefevre240@gmail.com,USA,2024-11-14,pesce
  Maria Andersen  ,maria.andersen742@outlook.com,Switzerland,2025-09-19,italiana
Valentina Bernard,valentina.bernard31@icloud.com,Spain,2025-03-16,kosher
INGRID FISCHER,ingrid.fischer329@yahoo.com,Japan,2026-04-13,senza glutine
Fatima Nowak,fatima.nowak743@yahoo.com,UK,2025-12-30,pesce
Omar Costa,omar.costa307@icloud.com,Netherlands,2026-01-30,halal
ANANYA BERNARD,ananya.bernard770@outlook.com,UAE,2025-02-06,vegetariana
  James Dubois  ,james.dubois895@outlook.com,UK,2026-02-23,italiana
hans chen,hans.chen82@outlook.com,Switzerland,2025-06-07,italiana
Wagner William,william.wagner845@gmail.com,Netherlands,2026-09-09,senza glutine
Lucia Rossi,lucia.rossi379@gmail.com,Spain,2026-03-20,internazionale
Arjun Muller,arjun.muller79@gmail.com,Japan,2025-11-22,kosher
federica greco,federica.greco110@gmail.com,Switzerland,2026-07-05,italiana
Sophie Lefevre,sophie.lefevre304@gmail.com,UK,2025-11-21,internazionale
  Priya Nilsson  ,priya.nilsson412@outlook.com,UK,2025-10-12,vegana
Silvia Kobayashi,silvia.kobayashi166@gmail.com,Germany,2025-03-26,halal
Giulia Weber,giulia.weber722@gmail.com,USA,2026-01-21,pesce
Astrid Lefevre,astrid.lefevre181@icloud.com,Netherlands,2025-07-09,vegetariana
LUCIA KIM,lucia.kim17@outlook.com,Switzerland,2024-10-02,kosher
MARIE KIM,marie.kim339@outlook.com,France,2026-06-10,italiana
Youssef Bruno,youssef.bruno14@outlook.com,Japan,2024-10-11,italiana
EMMA KLEIN,emma.klein200@icloud.com,Netherlands,2026-01-14,internazionale
  Luca Petrov  ,luca.petrov521@yahoo.com,USA,2024-12-30,vegetariana
Nakamura Charlotte,charlotte.nakamura376@yahoo.com,Japan,2025-08-07,internazionale
Erik Wagner,erik.wagner608@gmail.com,Japan,2026-07-01,halal
Sophie Ibrahim,sophie.ibrahim648@yahoo.com,France,2024-11-27,kosher
OLGA CONTI,olga.conti451@outlook.com,UK,2026-01-08,italiana
Al-Rashid Nikolai,nikolai.al-rashid925@yahoo.com,USA,2025-12-08,kosher
William Conti,william.conti55@outlook.com,Japan,2026-07-05,italiana
FRANCESCO HASSAN,francesco.hassan708@icloud.com,Switzerland,2025-01-15,vegetariana
  Youssef Esposito  ,youssef.esposito748@outlook.com,UAE,2026-06-02,internazionale
Dubois Luca,luca.dubois94@gmail.com,Italy,2025-08-16,italiana
luca park,luca.park300@gmail.com,Netherlands,2025-08-05,halal
anna sharma,anna.sharma173@outlook.com,UAE,2025-07-03,internazionale
JAMES LEROY,james.leroy581@icloud.com,Japan,2025-07-14,internazionale
Robert Sokolov,robert.sokolov502@yahoo.com,France,2025-09-19,vegana
CHARLOTTE SHARMA,charlotte.sharma917@outlook.com,Germany,2024-12-05,vegana
hans hassan,hans.hassan784@icloud.com,Switzerland,2025-08-03,kosher
  Giulia Conti  ,giulia.conti250@outlook.com,UK,2025-12-28,senza glutine
AMELIA BERNARD,amelia.bernard715@icloud.com,USA,2025-09-09,vegetariana
marie nakamura,marie.nakamura824@icloud.com,Netherlands,2025-01-07,senza glutine
KENJI WAGNER,kenji.wagner718@yahoo.com,UAE,2025-07-03,kosher
SARA PETROV,sara.petrov951@outlook.com,Italy,2025-08-12,vegetariana
klaus leroy,klaus.leroy885@icloud.com,Italy,2026-01-10,senza glutine
  Ananya Costa  ,ananya.costa245@outlook.com,Japan,2026-07-22,vegana
thomas novak,thomas.novak480@outlook.com,Japan,2025-10-10,internazionale
YUKI BIANCHI,yuki.bianchi44@gmail.com,USA,2026-01-19,pesce
olivia lopez,olivia.lopez995@icloud.com,Japan,2024-11-08,italiana
ALESSANDRO COLOMBO,alessandro.colombo101@outlook.com,Switzerland,2026-08-18,internazionale
marie schmidt,marie.schmidt142@icloud.com,UK,2025-06-09,vegana
CARLOS NILSSON,carlos.nilsson40@icloud.com,Switzerland,2025-06-29,vegetariana
JAMES CHEN,james.chen319@outlook.com,Italy,2025-03-11,halal
  Alessandro Rossi  ,alessandro.rossi802@icloud.com,USA,2024-11-16,vegana
Aiko Smith,aiko.smith458@outlook.com,Switzerland,2026-05-23,pesce
AIKO FISCHER,aiko.fischer772@gmail.com,Germany,2025-03-30,halal
Luca Nakamura,luca.nakamura881@icloud.com,USA,2025-05-15,pesce
JEAN GARCIA,jean.garcia26@outlook.com,UAE,2025-01-25,senza glutine
giulia schmidt,giulia.schmidt480@gmail.com,UK,2026-08-28,internazionale
yuki wagner,yuki.wagner571@yahoo.com,Netherlands,2026-05-13,vegetariana
MARIE CONTI,marie.conti299@yahoo.com,UK,2026-08-06,halal
Bruno James,james.bruno60@gmail.com,USA,2026-07-03,pesce
ROBERT FISCHER,robert.fischer889@outlook.com,UK,2026-07-25,vegetariana
Valentina Greco,valentina.greco434@yahoo.com,Switzerland,2025-08-30,vegana
  Youssef Tanaka  ,youssef.tanaka429@gmail.com,Germany,2025-01-12,vegetariana
Amelia Nowak,amelia.nowak618@icloud.com,Spain,2025-06-15,senza glutine
MATTEO LOPEZ,matteo.lopez80@yahoo.com,Italy,2025-05-26,internazionale
erik ivanov,erik.ivanov383@icloud.com,Japan,2026-03-04,internazionale
Aiko Rossi,aiko.rossi405@icloud.com,Switzerland,2024-09-22,internazionale
  James Schmidt  ,james.schmidt360@outlook.com,Spain,2024-12-23,pesce
Fischer Omar,omar.fischer22@outlook.com,USA,2026-01-26,pesce
chiara novak,chiara.novak71@gmail.com,USA,2024-12-13,pesce
Novak Valentina,valentina.novak29@outlook.com,USA,2024-10-07,italiana
Kumar Fatima,fatima.kumar250@outlook.com,Germany,2024-12-06,kosher
jean klein,jean.klein73@yahoo.com,Japan,2026-02-03,kosher
Klaus Ferreira,klaus.ferreira545@yahoo.com,UAE,2024-12-21,kosher
Layla Bruno,layla.bruno211@icloud.com,UK,2024-12-25,italiana
CHIARA WAGNER,chiara.wagner612@icloud.com,Germany,2025-03-19,italiana
SILVIA BIANCHI,silvia.bianchi915@yahoo.com,France,2026-04-10,kosher
Sara Moreau,sara.moreau393@outlook.com,France,2025-02-14,vegana
Romano Thomas,thomas.romano135@outlook.com,USA,2024-09-27,italiana
Matteo Fischer,matteo.fischer762@gmail.com,Netherlands,2026-07-25,italiana
Fernandez Emma,emma.fernandez358@gmail.com,USA,2026-07-10,vegana
FATIMA PARK,fatima.park88@yahoo.com,UAE,2025-01-28,pesce
YUKI SHARMA,yuki.sharma113@yahoo.com,Germany,2025-04-26,italiana
  James Sokolov  ,james.sokolov436@outlook.com,Italy,2025-02-01,kosher
  Laura Johnson  ,laura.johnson599@icloud.com,UK,2026-03-07,pesce
Chiara Kowalski,chiara.kowalski841@gmail.com,USA,2025-04-09,kosher
Ingrid Nilsson,ingrid.nilsson292@icloud.com,France,2026-08-06,pesce
Layla Ibrahim,layla.ibrahim896@gmail.com,Netherlands,2026-06-16,italiana
Priya Suzuki,priya.suzuki266@yahoo.com,Switzerland,2025-11-20,halal
